second,rms_db,center_db,noncenter_db,barrage,drum,harsh,burden,center_adv,lufs,level_db,audible,dialogue_proxy,sub_coverage,dialogue_sub,rel_db,occupied,in_block,recovery_debt,omega,omega_resid
3359,-41.438597119994576,-30.776836141464834,-74.70933977817515,1.040839541629109,0.41285373850656815,16.915050154063426,0.4181735649307572,43.932503636710315,-32.63474853415676,-32.63474853415676,True,False,1.0,True,1.9192757585021951,False,False,0.0,2,2
3360,-50.50581932782294,-39.86355979414778,-74.90629411316705,0.8461171918140559,0.09315828586206891,9.525433764891078,0.30321577425422497,35.04273431901927,-35.45755168442093,-35.45755168442093,True,True,1.0,True,-0.9035273917619691,False,False,0.0,1,1
3361,-53.72559917036539,-43.13745834787141,-74.11043442539886,0.7341613128232466,-0.02978266511866164,2.963997882607339,0.22766098354811304,30.972976077527456,-43.782359604283165,-43.782359604283165,True,True,0.9659999999998945,True,-9.228335311624207,False,False,0.0,1,0
3362,-46.00274058563413,-35.33502970327404,-74.04461346522578,0.6230057237800832,-0.26316400066143186,14.78867580123458,0.29262043481760014,38.70958376195174,-36.666955940315134,-36.666955940315134,True,True,1.0,True,-2.1129316476561755,False,False,0.0,1,1
3363,-51.14183529260607,-40.54157154982093,-72.36114117915727,0.2536441130508699,-0.2144986799164935,8.987521564239875,0.2468622267109628,31.819569629336343,-38.62146037691295,-38.62146037691295,True,True,1.0,True,-4.067436084253991,False,False,0.0,1,1
3364,-50.61695126929048,-39.98923638246104,-74.27443508625343,0.17529118753866635,-0.3438362811335471,14.14695011910518,0.15973089613356967,34.285198703792396,-39.391052096478084,-39.391052096478084,True,True,0.9659999999998945,True,-4.837027803819126,False,False,0.0,1,1
3365,-67.90739543027557,-60.381795178709396,-72.50727491567338,-0.09485672134847639,-0.44110030570982867,0.173403364157781,0.05279129643117564,12.125479736963982,-57.31908278882691,-57.31908278882691,True,True,0.0,False,-22.765058496167953,False,False,0.0,0,0
3366,-66.7904226240042,-59.498192880452535,-70.8767057296062,-0.38200710315157205,-0.6376521495919056,0.1958370260609679,0.01832227117497274,11.378512849153665,-55.891279035987935,-55.891279035987935,True,True,0.0,False,-21.337254743328977,False,False,0.0,0,0
3367,-59.042201698628716,-58.79873382652014,-60.56536875272297,-0.6426883819764444,-0.7921304990231571,1.401939299388414,0.028568269267769918,1.7666349262028263,-50.5662059917649,-50.5662059917649,True,False,0.0,False,-16.012181699105945,False,False,0.0,1,1
3368,-54.18009110893486,-58.28404675655318,-54.81964632383722,-0.6927539463804474,-0.9572767300995562,1.3328367358342113,0.06499008027063127,-3.464400432715962,-44.73037633437833,-44.73037633437833,True,False,0.0,False,-10.176352041719369,False,False,0.0,1,1
3369,-47.06871268559854,-47.88809680558718,-50.75778846041448,-0.6007338211052313,-0.820274170500695,1.7828335808172937,0.11824906906263263,2.8696916548272995,-40.15699494983131,-40.15699494983131,True,False,0.0,False,-5.602970657172349,False,False,0.0,2,1
3370,-46.41853600762229,-48.09392942926706,-49.4113678035285,-0.5484997584202027,-0.7260694407306767,1.7306940015240595,0.1657454392948373,1.3174383742614424,-37.9846526300378,-37.9846526300378,True,False,0.0,False,-3.4306283373788418,False,False,0.0,2,1
3371,-45.87776048014882,-44.56221063960953,-48.69631166205544,-0.47234366963151736,-0.6984021210806308,2.4903138376682934,0.21066592174572524,4.134101022445911,-36.67338839348804,-36.67338839348804,True,False,0.0,False,-2.119364100829081,False,False,0.0,2,1
3372,-43.56256076708681,-41.04812919329735,-46.40609362384457,-0.3493170880311485,-0.5840920275251114,4.224120809881156,0.25375211857376917,5.35796443054722,-34.30067545406999,-34.30067545406999,True,False,0.0,False,0.2533488385889697,False,False,0.0,2,1
3373,-37.98270369545635,-38.23106027274101,-41.887324833260244,-0.3049174215872567,-0.34222161258522954,1.8201057887468708,0.2680037143943852,3.656264560519233,-31.40830147156692,-31.40830147156692,True,False,0.0,False,3.14572282109204,False,False,0.0,2,1
3374,-31.858700637344594,-32.29305889846327,-35.98256858602472,-0.22420776253348948,-0.06729715497228177,0.4160615644058719,0.3006425229058847,3.689509687561447,-25.39651080594963,-25.39651080594963,True,False,0.0,False,9.157513486709327,False,False,0.0,1,1
3375,-30.74275903298321,-31.040610130355923,-34.980921837556586,-0.08490758010935376,0.08604000358814186,0.8889849223791306,0.3408906619089245,3.9403117072006637,-21.77768578349752,-21.77768578349752,True,False,0.0,False,12.776338509161437,True,False,2.7763385091614374,2,2
3376,-23.59440865613529,-24.035187711799452,-28.173027018471565,0.010482379889515702,0.4161288866284404,-0.0709758431821892,0.37102215571923935,4.137839306672113,-16.29597771609746,-16.29597771609746,True,False,0.0,False,18.258046576561497,True,False,11.034385085722935,1,1
3377,-26.85084980821232,-27.07603449787362,-31.072074885043403,-0.03848369204816579,0.21637493367183877,2.464857528706226,0.3797279575424494,3.9960403871697814,-17.807358937220524,-17.807358937220524,True,False,0.0,False,16.746665355438434,True,False,17.78105044116137,2,1
3378,-28.465253874742345,-29.48529410571922,-33.713373051586714,-0.1270213787031934,0.048896099245127986,0.3673123832133703,0.34438365044670033,4.2280789458674946,-20.04125584589533,-20.04125584589533,True,False,0.0,False,14.51276844676363,True,False,22.293818887925,1,1
3379,-28.704827366488487,-29.571602269088302,-34.22860092991999,0.014638699089571255,0.11238382349731314,-0.0726014185035466,0.32082268552672893,4.65699866083169,-20.763591348281633,-20.763591348281633,True,False,0.0,False,13.790432944377326,True,False,26.084251832302325,1,1
3380,-35.71401442006546,-34.82591592665326,-42.400256169662086,0.015944250412936838,-0.05393309215573414,-0.0148314366067916,0.3183027738928882,7.574340243008827,-25.490221266364344,-25.490221266364344,True,True,0.5199999999999818,True,9.063803026294615,False,False,26.084251832302325,0,0
3381,-38.008673187264314,-29.41300248717749,-49.01500729377518,0.32975841873276535,-0.005683792123409703,3.7369583590348,0.35409404633035513,19.602004806597687,-27.76890574447115,-27.76890574447115,True,True,0.9660000000003492,True,6.785118548187807,False,False,26.084251832302325,1,0
3382,-44.41847490966805,-35.8382227991586,-55.139916567974936,0.6167472946279616,0.047052333670288736,0.3644990993173853,0.34795504652450726,19.301693768816335,-34.72271631430599,-34.72271631430599,True,True,1.0,True,-0.16869202164703267,False,False,0.0,0,0
3383,-48.80269977457391,-40.2345799597484,-58.2394109495197,1.0358895209334176,0.025865563758679835,6.361878736736381,0.3546886024544368,18.0048309897713,-36.92293487471845,-36.92293487471845,True,False,0.9669999999996435,True,-2.368910582059492,False,False,0.0,1,0
3384,-47.81513524952125,-37.72949986032099,-58.73017025383268,1.3406182436297107,0.08205632587698895,21.735084321985383,0.38767983924920213,21.00067039351169,-37.231881775015424,-37.231881775015424,True,False,1.0,True,-2.6778574823564654,False,False,0.0,1,1
3385,-49.18840928014366,-39.28317149630648,-59.04279667586888,1.4087817509386251,0.08212093049816466,15.795266860695875,0.41832705987151503,19.7596251795624,-38.16341432432469,-38.16341432432469,True,False,0.9670000000000982,True,-3.6093900316657326,False,False,0.0,1,1
3386,-48.14123340404625,-38.054644851929844,-58.252926963398565,1.3919763012962203,0.04177795755575148,13.52027486280689,0.4062145208918412,20.19828211146872,-37.11201294542897,-37.11201294542897,True,False,0.9669999999996435,True,-2.557988652770014,False,False,0.0,1,1
3387,-49.46259138150212,-39.247496202732606,-59.77914181694727,1.2416414113102565,0.08358335544882992,3.223412118419151,0.34738446485606994,20.531645614214668,-38.706459100688726,-38.706459100688726,True,False,1.0,True,-4.152434808029767,False,False,0.0,1,0
3388,-51.149589186532765,-41.46794267495923,-59.805095622732274,1.218810003686582,0.22226192231612107,21.76389215430038,0.33635354461727607,18.337152947773042,-41.07895789846105,-41.07895789846105,True,False,0.9660000000003492,True,-6.52493360580209,False,False,0.0,1,1
3389,-44.08571134604052,-33.66437608376962,-57.89923103343781,1.080398243308573,0.12210309858764024,9.278069607301282,0.37851933168880625,24.23485494966819,-33.965450125780535,-33.965450125780535,True,False,0.9669999999996435,True,0.5885741668784235,False,False,0.0,1,1
3390,-44.61199064492539,-34.18183416028582,-58.845379831904935,1.329201915793346,0.2703276657406477,12.441035268258522,0.3814005234769568,24.66354567161912,-33.760053358813636,-33.760053358813636,True,False,1.0,True,0.7939709338453227,False,False,0.0,1,1
3391,-51.47013371088888,-42.15764846098719,-58.47843145374341,1.1796325654763484,0.24075642499383676,8.864429606600071,0.36464001716628186,16.32078299275622,-41.099951226500835,-41.099951226500835,True,False,0.9659999999998945,True,-6.545926933841876,False,False,0.0,1,1
3392,-44.89151799299921,-34.49946464699006,-58.1126253322724,1.0681218563964372,-0.09456658505706136,17.04428879588176,0.3975474986263282,23.613160685282338,-33.71912961663643,-33.71912961663643,True,False,1.0,True,0.8348946760225289,False,False,0.0,1,1
3393,-53.55283421888767,-45.25258895718828,-57.97847270232165,0.7112051208672437,-0.0922392946349331,14.309164630366803,0.26572407435183304,12.725883745133373,-39.863560066273756,-39.863560066273756,True,True,0.9659999999998945,True,-5.3095357736147974,False,False,0.0,1,1
3394,-51.91928036588617,-42.906641014075376,-58.27238443994021,0.5954974476695124,-0.33199276393704763,5.177000491527961,0.20678595922053605,15.365743425864835,-41.4300869090804,-41.4300869090804,True,True,0.9670000000000982,True,-6.876062616421443,False,False,0.0,1,0
3395,-50.3067000424966,-40.397380025030294,-58.881996864539374,0.06748641524846906,-0.5541456989727593,0.0462683833179069,0.18278590587157925,18.48461683950908,-40.22286926889086,-40.22286926889086,True,True,1.0,True,-5.668844976231902,False,False,0.0,0,0
3396,-50.02189060641917,-39.90044356266051,-60.34280080278662,0.16820846348014035,-0.6055518629193248,15.138410463329798,0.21884843263060746,20.442357240126107,-39.458270781138786,-39.458270781138786,True,True,0.9670000000000982,True,-4.904246488479828,False,False,0.0,1,1
3397,-54.801561710773385,-46.61163707602447,-60.17853144890833,-0.020916884443402367,-0.7306471191889138,12.315075178877342,0.160738817408678,13.566894372883858,-39.563849010851264,-39.563849010851264,True,True,1.0,True,-5.009824718192306,False,False,0.0,1,1
3398,-58.84418826229276,-71.90121805917198,-61.00349278532352,-0.1586179193704854,-0.7447476258202482,-0.0554652906757449,0.07425520207139116,-10.897725273848458,-46.145966231410725,-46.145966231410725,True,False,0.9659999999998945,True,-11.591941938751766,False,False,0.0,0,0
3399,-56.018284246052886,-48.059143786571184,-60.374737916964165,-0.13657033184884512,-0.7916659683544812,0.988282792388444,0.10292563206385699,12.31559413039298,-45.53993898762105,-45.53993898762105,True,True,0.9670000000000982,True,-10.98591469496209,False,False,0.0,0,0
3400,-52.1542136109056,-42.5456582515237,-59.6142032550317,-0.004758683838466669,-0.6756457500600068,15.126211973660368,0.1680926407949409,17.068545003508,-41.661989413929405,-41.661989413929405,True,True,1.0,True,-7.107965121270446,False,False,0.0,1,1
3401,-52.7638664804433,-43.551680112578204,-58.854238917888964,-0.017207574574724372,-0.6749704260288037,11.367930392070743,0.17917780686109228,15.30255880531076,-42.25537678063055,-42.25537678063055,True,True,1.0,True,-7.70135248797159,False,False,0.0,1,1
3402,-54.790793445590225,-46.19153947706966,-59.77383323457924,-0.17248541863781294,-0.7769546128210933,4.420734158880361,0.13019346107480623,13.582293757509582,-42.624356341126415,-42.624356341126415,True,True,1.0,True,-8.070332048467456,False,False,0.0,1,0
3403,-58.187061067372724,-73.40406590227765,-59.88141609107117,-0.2741969311547296,-0.829649061899158,0.1921141866551312,0.061247470636518316,-13.522649811206477,-46.84734916009064,-46.84734916009064,True,False,0.03699999999980719,False,-12.293324867431679,False,False,0.0,0,0
3404,-59.10261690605816,-61.14810970651472,-60.39672381217996,-0.25877287955908934,-0.7486955424121323,-0.001987071487055,0.05511141300816544,-0.75138589433476,-46.96121115206764,-46.96121115206764,True,False,0.32799999999997453,False,-12.407186859408682,False,False,0.0,0,0
3405,-53.292489980598894,-44.1460733894842,-59.62897425616425,-0.398153492673314,-0.7533432424100646,1.1285824007797356,0.09442637779797806,15.482900866680048,-44.059851766126755,-44.059851766126755,True,True,0.9659999999998945,True,-9.505827473467797,False,False,0.0,0,0
3406,-52.43835672480884,-43.463482234249646,-59.06327329366248,-0.4053120772383788,-0.7706677844053098,4.212419379936795,0.11541894245692451,15.599791059412837,-39.60755147500633,-39.60755147500633,True,True,1.0,True,-5.0535271823473735,False,False,0.0,1,0
3407,-58.54134160367717,-74.26350681593145,-59.57961129490079,-0.4687344471555107,-0.7643001316230309,-0.1189777635019651,0.05568477654175294,-14.683895521030657,-46.66172085620957,-46.66172085620957,True,False,0.5749999999998181,True,-12.107696563550611,False,False,0.0,0,0
3408,-59.233923717692065,-76.07740407227377,-59.44550632006325,-0.23584945197439838,-0.8513695913485458,-0.1711139128571827,0.0425942310444612,-16.631897752210513,-47.30296309235834,-47.30296309235834,True,False,0.0,False,-12.748938799699381,False,False,0.0,0,0
3409,-58.754400796467564,-75.87150860478162,-59.88338646367226,-0.3914703125512181,-0.577074842779353,-0.1862080694370212,0.07162059998334797,-15.988122141109365,-47.165320953608834,-47.165320953608834,True,False,0.0,False,-12.611296660949876,False,False,0.0,0,0
3410,-47.02267509187902,-36.671823362902785,-60.21482155051085,-0.27964688923463016,-0.5639534621207255,19.857086417035053,0.15897832325445602,23.542998187608063,-37.0434748272504,-37.0434748272504,True,True,0.9229999999997744,True,-2.489450534591441,False,False,0.0,1,1
3411,-57.23376873711396,-75.01073469632244,-58.4955864206937,-0.4503597886310694,-0.5848642789634007,-0.2034161580806673,0.0965915384915329,-16.515148275628746,-41.68956127895092,-41.68956127895092,True,False,0.5450000000000728,True,-7.13553698629196,False,False,0.0,0,0
3412,-57.06082980928896,-61.26643389354417,-58.76687675636183,-0.4486826806284512,-0.7174335715257318,-0.1159871386981556,0.043718396281459786,-2.499557137182336,-46.09513683483192,-46.09513683483192,True,False,0.0,False,-11.54111254217296,False,False,0.0,0,0
3413,-57.7743928165519,-79.95877430256272,-59.30031428819505,-0.8298503999552399,-1.0241490993550264,-0.2389703277647949,0.009393715616169916,-20.65846001436767,-45.415386531946424,-45.415386531946424,True,False,0.0,False,-10.861362239287466,False,False,0.0,0,0
3414,-56.75447884340024,-79.05024138411636,-57.80057113222732,-0.9226489144872808,-1.031811895400365,-0.2261884550361754,0.0015059320179841387,-21.249670251889043,-45.15052392639224,-45.15052392639224,True,False,0.0,False,-10.59649963373328,False,False,0.0,0,0
3415,-57.113428350332846,-80.03713631300094,-58.88931074802776,-0.9059377066236185,-1.038325747025856,-0.3181874301612823,0.001814977182840513,-21.147825564973182,-44.83512285133376,-44.83512285133376,True,False,0.0,False,-10.281098558674799,False,False,0.0,0,0
3416,-57.48544377095652,-78.68875267760484,-58.74041525445577,-0.7640553194512752,-0.953123165163902,-0.3253295710392618,0.005985274434791713,-19.94833742314907,-45.57016114006829,-45.57016114006829,True,False,0.0,False,-11.016136847409335,False,False,0.0,0,0
3417,-57.961951482455696,-78.94923719289478,-59.348913571360285,-0.7368293364086766,-0.8961713098668095,-0.2330334642656411,0.025476806185984347,-19.6003236215345,-45.89113159616227,-45.89113159616227,True,False,0.5160000000000764,True,-11.33710730350331,False,False,0.0,0,0
3418,-55.389432261296385,-48.85794559367889,-59.38018102603035,-0.5804425445397451,-0.8990330059791876,4.806646948899044,0.06044093678284394,10.522235432351458,-44.53162283675258,-44.53162283675258,True,True,1.0,True,-9.977598544093624,False,False,0.0,1,0
3419,-58.48545456343796,-67.63114112319984,-60.528586044465634,-0.2656898814240278,-0.7496743363756979,-0.1088771265944315,0.06201748493167254,-7.1025550787342056,-46.13541150612045,-46.13541150612045,True,False,0.5199999999999818,True,-11.58138721346149,False,False,0.0,0,0
3420,-54.032963481284,-45.57201329659563,-59.38618496570115,0.10445056301439207,-0.6938116047738446,1.9551494900230324,0.13915070037679186,13.81417166910552,-46.067536189261,-46.067536189261,True,True,0.51299999999992,True,-11.51351189660204,False,False,0.0,1,0
3421,-49.7801375447828,-40.57574257243288,-55.918264792612135,0.4456538247151757,-0.5268910309480883,14.11379945647318,0.2819701109495739,15.342522220179255,-38.95697291942798,-38.95697291942798,True,True,0.9670000000000982,True,-4.4029486267690245,False,False,0.0,1,1
3422,-46.02447027416811,-36.75204928437607,-53.73877551853448,0.8116068869241752,-0.11834211336896133,14.10437475597535,0.3742635090140624,16.98672623415841,-36.647495270894986,-36.647495270894986,True,True,0.9670000000000982,True,-2.0934709782360272,False,False,0.0,1,1
3423,-44.66867468295103,-35.50155750391371,-52.112366861380494,0.9558568497072284,0.24830679112839796,3.7547534220223207,0.4043758026867793,16.610809357466785,-35.4093657328304,-35.4093657328304,True,False,1.0,True,-0.8553414401714434,False,False,0.0,1,0
3424,-43.327635025308886,-34.21386661857791,-50.56756165936841,0.9201272324315507,0.20096878596998008,12.165971398772315,0.41357095102613073,16.353695040790498,-33.14465582612204,-33.14465582612204,True,True,0.9659999999998945,True,1.4093684665369182,False,False,0.0,1,1
3425,-44.26597116174812,-39.688037322735326,-47.66844723785668,0.9062215674514457,0.1735821133240197,16.6771996225779,0.38159651454745896,7.980409915121356,-35.31354935781235,-35.31354935781235,True,True,1.0,True,-0.7595250651533902,False,False,0.0,1,1
3426,-43.14157252931736,-64.27113211628017,-45.150416263194124,0.7335136535084952,0.03075207726365434,-0.3733282441596549,0.3262917649989939,-19.120715853086047,-36.24490200271795,-36.24490200271795,True,False,0.9670000000000982,True,-1.6908777100589916,False,False,0.0,0,0
3427,-40.03729781453928,-39.78723311712311,-42.510879623715105,0.7506942097954175,-0.20606474751489803,0.7639413437145026,0.3334832168021295,2.7236465065919973,-33.00332712942418,-33.00332712942418,True,False,1.0,True,1.55069716323478,False,False,0.0,0,0
3428,-38.42534276869698,-43.26450742248284,-40.497234068819104,0.7034383018736765,-0.1623298767930391,7.686657222326362,0.35716637384473726,-2.7672733536637395,-30.44217204396599,-30.44217204396599,True,False,1.0,True,4.111852248692969,False,False,0.0,1,1
3429,-37.886990821686204,-46.94073537650983,-40.05097080586019,0.5541456530602518,-0.1790400556936721,2.826483857572049,0.33022361578622805,-6.889764570649639,-30.52561062778335,-30.52561062778335,True,False,0.9670000000000982,True,4.0284136648756075,False,False,0.0,1,0
3430,-37.25014999425747,-45.81791762367089,-39.36087653830822,0.37649902324202195,-0.21443102799443317,-0.1236242663220148,0.2936521722194454,-6.457041085362668,-30.627001189896987,-30.627001189896987,True,False,0.5309999999999491,True,3.9270231027619715,False,False,0.0,0,0
3431,-37.3620277478274,-55.454163814771746,-39.37227723073365,0.236912544149438,-0.15122486620201703,-0.3026843773175273,0.28759916246695333,-16.081886584038095,-30.558277204680113,-30.558277204680113,True,False,0.0,False,3.9957470879788453,False,False,0.0,0,0
3432,-36.32866049233328,-53.32201095494681,-38.305983973333625,0.06499483476645766,-0.07683750791958192,-0.3030100470847604,0.2924410032487431,-15.016026981613187,-28.895535482206856,-28.895535482206856,True,False,0.0,False,5.658488810452102,False,False,0.0,0,0
3433,-34.298054778464596,-35.23302029222069,-36.40581144258094,0.024390284746183103,0.006442112555484923,0.0744319234291846,0.3120351230886592,1.1727911503602542,-26.342069944299546,-26.342069944299546,True,False,0.0,False,8.211954348359413,False,False,0.0,0,0
3434,-32.90856228504857,-63.18099023333062,-34.230259282404816,0.0317716832545998,0.030264157157884962,-0.0227621592928609,0.3332758822745171,-28.950730950925802,-23.490356888908316,-23.490356888908316,True,False,0.0,False,11.063667403750642,True,False,1.0636674037506424,1,1
3435,-25.69253051948933,-35.62491480581447,-25.8306377767165,0.11095134719597526,0.22102525727945385,0.500999341859235,0.356809816795232,-9.79427702909797,-19.41590078487126,-19.41590078487126,True,False,0.0,False,15.1381235077877,True,False,6.2017909115383425,1,1
3436,-29.044964591727783,-43.3640916602175,-29.95655674517614,-0.0814498240012645,0.10445030756548485,0.0834434260556535,0.34849648611304374,-13.407534915041357,-20.476192038907737,-20.476192038907737,True,False,0.0,False,14.077832253751222,True,False,10.279623165289564,1,1
3437,-30.11385269542169,-53.71396002769525,-31.191555882895333,-0.13387267671309627,-0.019491578584061052,0.2651087771790748,0.3366685581133065,-22.522404144799918,-20.147674105025327,-20.147674105025327,True,False,0.0,False,14.406350187633631,True,False,14.685973352923195,1,1
3438,-30.06229751904934,-40.687957205212285,-31.161284755937665,-0.1268660538659177,-0.051372309456358324,0.0974546092422707,0.33048966577400196,-9.52667244927462,-20.262039324578037,-20.262039324578037,True,False,0.0,False,14.291984968080921,True,False,18.977958321004117,1,1
3439,-29.323643474771643,-28.67650034396837,-30.70545485454794,-0.14037235576216792,-0.05230150581499836,0.1851857659171533,0.33289244686976494,2.0289545105795703,-19.588282437087365,-19.588282437087365,True,False,0.0,False,14.965741855571594,True,False,23.94370017657571,1,1
3440,-29.57308424027238,-25.956143054613495,-31.64570358741852,-0.20290824401207735,-0.02197259159079178,0.1180183005462801,0.3352211563558193,5.689560532805025,-20.239426155504297,-20.239426155504297,True,False,0.0,False,14.314598137154661,True,False,28.25829831373037,1,1
3441,-25.756199501050943,-26.45326370096807,-27.652748532886577,-0.16405179770643932,0.16897820223182458,0.1744273411919493,0.34125064572275265,1.1994848319185074,-18.654714857346235,-18.654714857346235,True,False,0.0,False,15.899309435312723,True,False,34.157607749043095,1,1
3442,-26.35995482862932,-24.867893671472558,-28.545935137453228,-0.23708202812659696,0.11483600560458684,-0.0264233484754621,0.3308068361492826,3.6780414659806695,-18.69974541661659,-18.69974541661659,True,False,0.0,False,15.854278876042368,True,False,40.01188662508547,1,1
3443,-25.37896988007574,-23.971988715375304,-27.710139352914062,-0.2848291718018094,0.14101316774987033,0.0050330087386535,0.32565725881411933,3.7381506375387588,-18.51209708594776,-18.51209708594776,True,False,0.0,False,16.041927206711197,True,False,46.05381383179666,1,1
3444,-26.652484361627714,-26.00308807699994,-28.773589153785792,-0.36368186404846736,0.040084243241374405,-0.0648422888653679,0.31328611771206344,2.770501076785852,-19.384393980937688,-19.384393980937688,True,False,0.0,False,15.16963031172127,True,False,51.22344414351793,1,1
3445,-26.2265135268512,-26.527465727777155,-28.394896985898566,-0.3646457545786112,0.05136839851895616,-0.2323060845488549,0.30088438115714206,1.8674312581214103,-19.336300748387888,-19.336300748387888,True,False,0.0,False,15.21772354427107,True,False,56.441167687789005,1,1
3446,-28.893341872298922,-29.32058219174094,-30.756178792232486,-0.4098640463302037,-0.13763723356053853,-0.155337362999492,0.28221831746503917,1.4355966004915466,-20.834392243245933,-20.834392243245933,True,False,0.0,False,13.719632049413025,True,False,60.16079973720203,1,1
3447,-30.37785169843059,-54.59401345041763,-32.153445593333224,-0.4390249352165656,-0.18454357950267308,-0.259451988587811,0.2600554287406655,-22.440567857084403,-23.482222763242532,-23.482222763242532,True,False,0.0,False,11.071801529416426,True,False,61.23260126661845,1,1
3448,-34.37077734453999,-55.92179170641617,-36.19560921467317,-0.33806384920037114,-0.3525011566328927,0.0318169556879605,0.24419810595200853,-19.726182491743003,-27.220180337882702,-27.220180337882702,True,False,0.0,False,7.333843954776256,False,False,61.23260126661845,0,0
3449,-36.878349954119464,-56.96941720772536,-38.78729635538567,-0.04035657938000586,-0.11239477777584943,-0.1783719869620882,0.2652895110569894,-18.182120852339686,-30.63104758534893,-30.63104758534893,True,False,0.0,False,3.9229767073100277,False,False,61.23260126661845,0,0
3450,-38.73706618385305,-36.62123867895464,-41.31901148347026,0.2825639939700309,0.205388011210227,1.540262161139043,0.3352284669428534,4.697772804515623,-32.47346806350249,-32.47346806350249,True,False,0.5500000000001819,True,2.080556229156471,False,False,61.23260126661845,1,0
3451,-39.68497247840277,-36.21979249502677,-42.483440912296615,0.6307095458744016,0.3746293257538233,1.4728866314784532,0.41742287073171086,6.263648417269842,-31.681748507142903,-31.681748507142903,True,True,0.9670000000000982,True,2.872275785516056,False,False,61.23260126661845,0,0
3452,-38.74248422163076,-31.939534068106727,-43.03793113180972,0.9494551038098217,0.503699047375196,3.48701904926198,0.447206233122399,11.098397063702993,-30.583535117344496,-30.583535117344496,True,False,0.9670000000000982,True,3.970489175314462,False,False,61.23260126661845,1,0
3453,-37.67338497253288,-28.54365708819538,-44.859617126423686,1.0346931617214417,0.2835684724527565,11.420226305949436,0.45959718965419993,16.315960038228305,-28.691099434209832,-28.691099434209832,True,False,1.0,True,5.8629248584491265,False,False,61.23260126661845,1,1
3454,-42.43690513502915,-37.24631998859675,-45.65331097833398,0.6442445184882791,-0.27108428968344134,12.097261078700086,0.39910958120040013,8.406990989737224,-32.2824964908863,-32.2824964908863,True,True,0.9670000000000982,True,2.271527801772656,False,False,61.23260126661845,1,1
3455,-43.635395834086225,-43.954651935885344,-45.850215690208884,0.13641459832613795,-0.514034231957187,4.368322555764845,0.26100153660868636,1.8955637543235397,-36.69036763339116,-36.69036763339116,True,False,0.5889999999999418,True,-2.1363433407322034,False,False,61.23260126661845,1,0
3456,-41.397290009489325,-84.71875398088896,-43.328880600249335,-0.2486760176355815,-0.5823283106141095,-0.1843174378511549,0.18373952236270705,-41.38987338063963,-36.07452111492297,-36.07452111492297,True,False,0.0,False,-1.5204968222640147,False,False,61.23260126661845,0,0
3457,-39.54985216402963,-87.10357528597919,-41.39845123241999,-0.4840454783828755,-0.5734163113648564,-0.0709547442383992,0.17952532848821667,-45.7051240535592,-33.64125179354841,-33.64125179354841,True,False,0.0,False,0.9127724991105453,False,False,61.23260126661845,0,0
3458,-38.189046366802145,-65.67212490892089,-40.03306916633341,-0.46508535131189377,-0.509153541125912,-0.2139338517926154,0.19344482218667347,-25.63905574258748,-32.03991271988889,-32.03991271988889,True,False,0.0,False,2.5141115727700694,False,False,61.23260126661845,0,0
3459,-36.54435656305115,-57.464564825275424,-38.46214293161054,-0.24096249082033797,-0.38969891582634225,-0.5321786612623405,0.21854370285729324,-19.00242189366488,-29.625057955374956,-29.625057955374956,True,False,0.0,False,4.9289663372840025,False,False,61.23260126661845,0,0
3460,-38.24850177200855,-58.16468620020985,-40.16994575679756,0.031119242072322556,-0.37705483097986237,-0.4772148809658514,0.2457584013205815,-17.99474044341229,-30.594614871499516,-30.594614871499516,True,False,0.0,False,3.9594094211594424,False,False,61.23260126661845,0,0
3461,-40.35351630507803,-59.993868871367475,-42.28508984479077,0.25875293564628365,-0.09594489355873918,-0.4318251872472343,0.2886364550931203,-17.708779026576707,-32.608619174167686,-32.608619174167686,True,False,0.0,False,1.9454051184912728,False,False,61.23260126661845,0,0
3462,-41.23393380609607,-37.44665903057228,-44.209346092293735,0.5827537380721702,0.15269248124063398,0.7457462684451538,0.3678990142459659,6.762687061721458,-32.61022170689857,-32.61022170689857,True,True,0.9710000000000036,True,1.9438025857603876,False,False,61.23260126661845,0,0
3463,-39.74984512348601,-32.364443461908934,-44.46889393802468,0.7873678502054641,0.23877661498062464,2.572931026601635,0.40134367011959093,12.104450476115744,-30.146537922655593,-30.146537922655593,True,True,0.9669999999996435,True,4.407486370003365,False,False,61.23260126661845,1,0
3464,-40.416407217431626,-34.360851950774986,-44.28770027070883,0.8815068164327516,0.2956650164575528,1.965512763084562,0.3942951754064613,9.926848319933846,-31.579351532437983,-31.579351532437983,True,True,1.0,True,2.974672760220976,False,False,61.23260126661845,1,0
3465,-41.61047719068002,-45.3785742174723,-43.815706102432884,0.7232006180821272,0.05675913031989541,0.8063398643073894,0.35943066095168713,-1.5628681150394144,-34.67136854019346,-34.67136854019346,True,False,0.9659999999998945,True,-0.11734424753450412,False,False,61.23260126661845,0,0
3466,-41.76781288614372,-38.70475800309632,-44.65215907960453,0.759328660434814,-0.11068009669615596,2.782839257630414,0.36387264798115315,5.947401076508207,-33.56982498759463,-33.56982498759463,True,False,0.23300000000017462,False,0.9841993050643296,False,False,61.23260126661845,1,0
3467,-42.066976365178846,-42.60480441065927,-44.463271998937685,0.6237230743660948,-0.14840874974644525,4.019822130979938,0.3612436699789751,1.8584675882784154,-33.93114476156613,-33.93114476156613,True,False,0.4650000000001455,False,0.6228795310928277,False,False,61.23260126661845,1,0
